,Name,Attribute Vector,Percentiles
324,Jere Uronen,"[0.0, 0.01, 0.46, 0.09, 0.1, 0.11, 2.03, 48.87, 75.5, 4.15, 1.11, 0.28, 0.18, 2.86, 2.03, 1.38, 1.01, 1.66, 1.66]","[20, 5, 36, 58, 58, 36, 52, 35, 41, 64, 12, 10, 2, 21, 50, 83, 35, 32, 88]"
325,Jere Uronen,"[0.0, 0.01, 0.46, 0.09, 0.1, 0.11, 2.03, 48.87, 75.5, 4.15, 1.11, 0.28, 0.18, 2.86, 2.03, 1.38, 1.01, 1.66, 1.66]","[20, 5, 36, 58, 58, 36, 52, 35, 41, 64, 12, 10, 2, 21, 50, 83, 35, 32, 88]"
326,Josha Vagnoman,"[0.12, 0.18, 1.52, 0.12, 0.1, 0.27, 1.7, 35.54, 77.6, 2.62, 1.64, 1.34, 2.92, 5.66, 1.58, 0.49, 1.22, 1.76, 1.4]","[89, 99, 96, 69, 57, 91, 28, 3, 54, 12, 31, 88, 93, 77, 28, 4, 57, 37, 79]"
327,Emanuele Valeri,"[0.06, 0.07, 1.29, 0.1, 0.15, 0.22, 3.04, 40.65, 59.9, 2.91, 3.59, 0.58, 1.81, 5.11, 1.75, 0.71, 0.55, 1.42, 0.42]","[71, 76, 92, 60, 79, 79, 87, 11, 1, 18, 92, 42, 71, 67, 36, 19, 2, 19, 13]"
328,Yan Valery,"[0.0, 0.03, 0.46, 0.0, 0.07, 0.1, 1.31, 46.56, 73.4, 2.97, 2.55, 1.17, 0.5, 2.62, 1.91, 1.2, 1.27, 3.01, 1.35]","[20, 31, 36, 11, 30, 28, 11, 27, 27, 21, 69, 82, 7, 18, 45, 71, 62, 90, 77]"
329,Yan Valery,"[0.0, 0.03, 0.46, 0.0, 0.07, 0.1, 1.31, 46.56, 73.4, 2.97, 2.55, 1.17, 0.5, 2.62, 1.91, 1.2, 1.27, 3.01, 1.35]","[20, 31, 36, 11, 30, 28, 11, 27, 27, 21, 69, 82, 7, 18, 45, 71, 62, 90, 77]"
330,Vanderson,"[0.04, 0.09, 1.06, 0.14, 0.13, 0.22, 2.43, 57.08, 75.0, 4.5, 2.15, 1.13, 2.0, 7.14, 3.38, 2.0, 1.48, 1.44, 1.06]","[50, 84, 82, 77, 75, 80, 72, 66, 37, 72, 52, 79, 77, 87, 97, 98, 83, 21, 62]"
331,Lucas Vázquez,"[0.27, 0.13, 0.94, 0.13, 0.15, 0.28, 3.28, 73.22, 87.0, 3.95, 2.61, 1.07, 3.41, 10.97, 2.54, 0.67, 0.74, 1.14, 0.07]","[99, 93, 74, 75, 81, 92, 91, 93, 94, 57, 70, 77, 96, 99, 81, 15, 8, 10, 1]"
332,Renato Veiga,"[0.0, 0.03, 1.13, 0.0, 0.03, 0.06, 0.85, 44.79, 66.0, 1.97, 1.55, 1.41, 0.99, 0.85, 1.27, 0.99, 2.82, 4.08, 1.69]","[20, 31, 84, 11, 4, 7, 1, 21, 7, 3, 27, 89, 34, 1, 12, 50, 99, 99, 90]"
333,Joël Veltman,"[0.04, 0.07, 0.62, 0.04, 0.03, 0.1, 1.48, 62.19, 83.4, 6.29, 1.77, 0.21, 0.95, 2.02, 2.55, 0.78, 1.11, 2.1, 1.07]","[55, 76, 48, 33, 5, 33, 20, 83, 82, 92, 37, 5, 32, 8, 81, 28, 44, 55, 63]"
334,Lorenzo Venuti,"[0.0, 0.04, 0.68, 0.1, 0.05, 0.09, 2.34, 59.32, 81.6, 4.29, 2.34, 0.29, 0.97, 4.19, 1.75, 0.49, 0.68, 1.66, 0.97]","[20, 47, 56, 61, 19, 25, 67, 75, 76, 67, 61, 12, 34, 48, 37, 4, 6, 32, 56]"
335,João Victor,"[0.0, 0.01, 0.21, 0.11, 0.06, 0.09, 1.07, 46.6, 79.6, 4.28, 1.82, 0.64, 0.64, 1.5, 2.03, 1.6, 1.18, 3.21, 1.18]","[20, 7, 9, 65, 28, 24, 4, 27, 66, 66, 40, 48, 11, 3, 50, 93, 52, 95, 70]"
336,Nacho Vidal,"[0.0, 0.04, 0.65, 0.0, 0.04, 0.09, 1.44, 44.89, 75.9, 3.39, 1.44, 0.94, 1.15, 3.75, 1.95, 1.37, 1.23, 2.38, 2.09]","[20, 52, 52, 11, 13, 24, 20, 21, 43, 37, 23, 69, 43, 39, 47, 83, 57, 70, 95]"
337,Matías Viña,"[0.24, 0.14, 1.31, 0.0, 0.06, 0.2, 2.37, 43.93, 78.1, 3.44, 2.61, 1.54, 1.78, 3.09, 3.21, 1.31, 2.37, 3.68, 0.95]","[98, 96, 93, 11, 25, 71, 69, 20, 57, 39, 71, 91, 69, 25, 96, 79, 99, 99, 55]"
338,Matías Viña,"[0.24, 0.14, 1.31, 0.0, 0.06, 0.2, 2.37, 43.93, 78.1, 3.44, 2.61, 1.54, 1.78, 3.09, 3.21, 1.31, 2.37, 3.68, 0.95]","[98, 96, 93, 11, 25, 71, 69, 20, 57, 39, 71, 91, 69, 25, 96, 79, 99, 99, 55]"
339,Mërgim Vojvoda,"[0.0, 0.08, 1.2, 0.26, 0.19, 0.28, 3.25, 59.84, 77.6, 6.54, 1.57, 0.63, 2.04, 4.24, 1.15, 0.52, 0.73, 1.62, 0.52]","[20, 80, 88, 95, 92, 91, 91, 76, 54, 93, 28, 47, 78, 50, 7, 7, 8, 30, 20]"
340,Kyle Walker,"[0.0, 0.02, 0.24, 0.0, 0.02, 0.03, 1.17, 83.69, 87.0, 6.95, 2.37, 0.68, 0.76, 3.46, 0.88, 0.84, 0.52, 1.21, 1.04]","[20, 16, 10, 11, 1, 1, 6, 97, 94, 95, 62, 52, 19, 31, 2, 34, 2, 12, 61]"
341,Kyle Walker-Peters,"[0.03, 0.03, 0.44, 0.0, 0.05, 0.08, 1.8, 44.97, 77.0, 3.29, 3.46, 1.66, 1.7, 3.87, 2.07, 0.92, 1.6, 1.77, 0.54]","[48, 40, 33, 11, 18, 23, 39, 22, 48, 32, 90, 92, 67, 40, 54, 41, 91, 37, 21]"
342,Aaron Wan-Bissaka,"[0.0, 0.07, 0.63, 0.0, 0.07, 0.14, 2.0, 51.9, 83.5, 3.51, 2.78, 1.07, 2.54, 3.71, 2.34, 1.46, 1.46, 2.68, 0.78]","[20, 73, 49, 11, 34, 51, 50, 48, 83, 40, 78, 77, 87, 37, 71, 85, 81, 81, 40]"
343,Joel Ward,"[0.04, 0.04, 0.32, 0.0, 0.02, 0.06, 0.88, 48.79, 75.3, 4.03, 0.88, 0.28, 0.84, 1.84, 1.99, 1.0, 1.28, 3.19, 2.31]","[54, 52, 18, 11, 1, 9, 1, 35, 38, 60, 6, 11, 22, 5, 48, 52, 62, 95, 97]"
344,Timothy Weah,"[0.0, 0.13, 1.54, 0.1, 0.08, 0.21, 2.27, 51.64, 82.2, 4.07, 3.55, 1.03, 1.96, 8.7, 1.24, 1.18, 0.88, 0.93, 0.67]","[20, 94, 97, 63, 43, 76, 64, 47, 78, 61, 91, 73, 75, 96, 10, 68, 21, 3, 33]"
345,Mitchell Weiser,"[0.07, 0.09, 1.0, 0.32, 0.2, 0.29, 3.18, 47.97, 71.6, 4.29, 2.22, 1.54, 2.79, 6.05, 2.54, 1.0, 1.79, 1.36, 0.89]","[74, 85, 79, 98, 94, 93, 90, 32, 19, 67, 57, 91, 91, 80, 81, 53, 95, 17, 49]"
346,Ben White,"[0.05, 0.03, 0.26, 0.13, 0.08, 0.12, 1.8, 65.85, 84.8, 7.17, 1.77, 0.23, 1.41, 3.6, 1.77, 0.68, 1.36, 2.14, 0.94]","[63, 39, 12, 74, 45, 39, 38, 88, 90, 97, 37, 7, 54, 33, 39, 17, 71, 57, 54]"
347,Silvan Widmer,"[0.11, 0.13, 1.01, 0.11, 0.11, 0.24, 2.19, 46.55, 68.4, 2.88, 0.75, 0.43, 2.67, 4.85, 1.39, 1.65, 1.17, 1.49, 0.91]","[86, 94, 80, 65, 60, 87, 58, 26, 12, 17, 3, 27, 90, 64, 16, 95, 51, 24, 51]"
348,Neco Williams,"[0.05, 0.06, 1.2, 0.0, 0.07, 0.13, 1.87, 40.17, 63.5, 1.58, 2.44, 0.91, 1.1, 3.2, 3.44, 1.58, 1.58, 2.3, 0.81]","[61, 70, 85, 11, 30, 44, 41, 10, 3, 1, 66, 68, 42, 27, 98, 91, 90, 65, 44]"
349,Marius Wolf,"[0.05, 0.08, 1.44, 0.05, 0.15, 0.23, 2.63, 59.74, 78.3, 4.85, 3.25, 1.86, 2.99, 8.45, 1.44, 1.03, 2.22, 1.44, 0.41]","[62, 78, 95, 40, 82, 83, 78, 76, 60, 79, 86, 95, 94, 95, 18, 55, 99, 22, 12]"
350,Darlin Yongwa,"[0.12, 0.08, 1.04, 0.12, 0.2, 0.27, 3.0, 38.14, 79.8, 2.77, 3.34, 1.5, 3.23, 8.07, 1.5, 0.58, 1.5, 1.27, 0.35]","[88, 81, 80, 66, 93, 91, 86, 7, 67, 14, 89, 90, 95, 93, 22, 10, 85, 14, 10]"
351,Ashley Young,"[0.04, 0.02, 0.66, 0.0, 0.04, 0.06, 1.77, 52.51, 75.5, 4.73, 1.28, 0.35, 0.44, 1.46, 2.21, 0.93, 1.11, 2.87, 0.57]","[58, 24, 55, 11, 15, 10, 36, 53, 41, 76, 19, 20, 5, 3, 64, 44, 43, 86, 26]"
352,Mohamed Youssouf,"[0.0, 0.01, 0.18, 0.0, 0.05, 0.06, 1.17, 46.81, 72.9, 3.33, 1.76, 0.4, 0.18, 3.04, 2.64, 2.38, 1.17, 2.56, 1.72]","[20, 7, 7, 11, 22, 8, 7, 27, 25, 34, 36, 23, 2, 24, 84, 99, 50, 78, 90]"
353,Joseba Zaldúa,"[0.0, 0.0, 0.14, 0.14, 0.0, 0.01, 0.99, 39.01, 68.6, 1.83, 1.83, 0.42, 0.56, 2.82, 2.11, 1.55, 0.56, 3.1, 2.68]","[20, 1, 4, 77, 1, 1, 2, 8, 12, 2, 40, 26, 9, 20, 58, 90, 2, 93, 99]"
354,Nicola Zalewski,"[0.06, 0.05, 1.06, 0.03, 0.07, 0.11, 2.53, 50.38, 72.0, 3.33, 3.68, 1.18, 1.36, 3.86, 1.77, 1.36, 1.12, 0.97, 0.21]","[67, 54, 83, 22, 31, 36, 75, 41, 21, 33, 94, 82, 52, 39, 38, 82, 44, 3, 4]"
355,Alessandro Zanoli,"[0.12, 0.16, 0.92, 0.17, 0.07, 0.22, 2.13, 41.37, 76.5, 2.13, 3.11, 1.61, 1.32, 3.68, 1.44, 0.75, 1.09, 2.3, 0.63]","[88, 97, 74, 84, 36, 81, 55, 14, 45, 4, 84, 91, 51, 34, 18, 24, 42, 66, 29]"
356,Alessandro Zanoli,"[0.12, 0.16, 0.92, 0.17, 0.07, 0.22, 2.13, 41.37, 76.5, 2.13, 3.11, 1.61, 1.32, 3.68, 1.44, 0.75, 1.09, 2.3, 0.63]","[88, 97, 74, 84, 36, 81, 55, 14, 45, 4, 84, 91, 51, 34, 18, 24, 42, 66, 29]"
357,Davide Zappacosta,"[0.24, 0.09, 1.53, 0.12, 0.1, 0.2, 2.39, 56.59, 83.4, 3.37, 2.94, 1.04, 3.43, 6.18, 2.08, 0.55, 1.41, 0.98, 0.12]","[99, 84, 96, 70, 57, 69, 70, 64, 82, 36, 81, 74, 97, 82, 55, 9, 76, 4, 2]"
358,Akim Zedadka,"[0.05, 0.03, 0.55, 0.0, 0.08, 0.11, 1.71, 42.81, 78.4, 3.04, 1.43, 0.55, 1.29, 4.1, 1.66, 1.15, 0.92, 2.63, 1.34]","[59, 36, 43, 11, 39, 36, 29, 16, 60, 25, 23, 37, 48, 47, 31, 65, 24, 80, 77]"
359,Akim Zedadka,"[0.05, 0.03, 0.55, 0.0, 0.08, 0.11, 1.71, 42.81, 78.4, 3.04, 1.43, 0.55, 1.29, 4.1, 1.66, 1.15, 0.92, 2.63, 1.34]","[59, 36, 43, 11, 39, 36, 29, 16, 60, 25, 23, 37, 48, 47, 31, 65, 24, 80, 77]"
360,Mehdi Zeffane,"[0.14, 0.15, 1.09, 0.14, 0.1, 0.25, 2.05, 37.34, 73.6, 2.46, 1.23, 0.55, 1.5, 4.24, 1.64, 3.01, 1.91, 1.64, 0.41]","[90, 97, 83, 76, 56, 89, 52, 7, 28, 8, 17, 37, 60, 49, 31, 99, 99, 31, 12]"
361,Jordan Zemura,"[0.0, 0.02, 0.25, 0.06, 0.12, 0.14, 2.17, 36.77, 71.2, 2.79, 2.41, 1.11, 1.92, 2.97, 2.41, 0.99, 1.92, 1.98, 0.43]","[20, 29, 10, 45, 67, 49, 57, 5, 17, 16, 64, 78, 74, 22, 76, 50, 99, 49, 15]"
362,Oleksandr Zinchenko,"[0.04, 0.06, 1.16, 0.08, 0.09, 0.15, 2.36, 81.12, 86.3, 9.34, 2.67, 0.7, 1.36, 2.87, 1.71, 0.97, 0.85, 1.55, 2.09]","[53, 65, 84, 52, 52, 53, 69, 97, 93, 99, 75, 53, 53, 21, 34, 48, 17, 27, 95]"
363,Nadir Zortea,"[0.1, 0.03, 0.92, 0.1, 0.12, 0.15, 2.25, 52.01, 72.8, 4.81, 3.58, 1.64, 1.54, 3.89, 2.56, 0.41, 1.43, 2.56, 1.13]","[86, 34, 74, 62, 71, 55, 63, 49, 24, 78, 92, 92, 61, 40, 83, 1, 78, 78, 66]"
364,Nadir Zortea,"[0.1, 0.03, 0.92, 0.1, 0.12, 0.15, 2.25, 52.01, 72.8, 4.81, 3.58, 1.64, 1.54, 3.89, 2.56, 0.41, 1.43, 2.56, 1.13]","[86, 34, 74, 62, 71, 55, 63, 49, 24, 78, 92, 92, 61, 40, 83, 1, 78, 78, 66]"
